,CAGR,AnnVol,Sharpe,MaxDD,HitRate,Months
0% defensive,0.2793907342849311,0.21397490625843926,1.2676990964860106,-0.37062748609494334,0.6613756613756614,189.0
25% defensive,0.2583439762215869,0.20053221199143234,1.2550806465404443,-0.35749676918218654,0.656084656084656,189.0
50% defensive,0.23704224769031712,0.18878910984914452,1.2294798222617618,-0.3444044345030244,0.6455026455026455,189.0
75% defensive,0.2155024117427704,0.1790802623481288,1.1868460620914059,-0.3313601487343637,0.6455026455026455,189.0
100% defensive,0.19374125191028058,0.17175099749725947,1.1235393675844103,-0.31837366409150447,0.6613756613756614,189.0
